,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.958846522394899,4.008154316925903,4.975769060573677,3.5700655436851867,4.603848250488378,4.3330487525627355,2.7020230958573226,4.419538268612794,4.313871710179971,4.532345011102594,3.70254143336845,4.15670045122926,4.454919895298523,4.969885750821789,3.309217269062507,4.018395070621759,2.7984533797219364,3.3766760658596144,4.020147353321248,4.074475850698912,4.566956488268945,4.125966608788334,3.210732283737123,4.328447656764426,4.397840209276335,4.05801502561936,4.187949024764426,4.18025582495732,3.7777038559676384,2.9926745453204906,3.2235794301756306,3.132919405519111,4.9954778508775135,3.0131742628347236
12,4.989611827645005,4.648602306140464,4.982017420051917,3.9986012391122707,4.919755793594272,4.876758577584503,3.507481519256832,4.981912019958929,4.7681908059115745,4.75992544544523,3.332171188792624,4.0226234516652735,5.238418939229478,3.0268074644413447,4.9758147635434815,4.021193384636732,3.371163989247041,2.833732897775543,4.959825393861273,4.921645460684489,4.349068992114259,4.394103218515442,4.974377799378421,4.725776987337923,4.003442797647268,4.302449403562932,4.388786280158884,4.145479302243793,4.675981716772121,5.201485200601157,1.9760795165717162,4.639337122158255,4.226131522454376,4.204313208675085
13,4.0019841720854785,4.332154456247191,4.173472859946401,3.7713491879370595,4.860732589488395,4.101216216117165,4.927605030882019,4.055837170149068,4.537388038728869,4.940373541814775,3.5508666824032007,3.5318556189728505,4.001201895009671,2.979114174623569,3.973577012678006,3.4037527937428167,1.7810116675203398,2.7502393311535607,2.789102772745154,4.143691780354273,4.896004645475516,4.0079682099630105,3.010227126711147,5.3623767900117025,3.2962100030456583,3.972057179077221,4.672124486306733,3.9740251253486982,2.0507423483540173,4.133167318372481,0.7914831387280008,3.9325377711611837,3.96114641298965,4.209309890544064
14,4.976525962471212,4.032876242947078,4.99172536710521,3.8039102937258913,4.986223192321007,4.556905450926851,3.660813802418083,4.614171383531129,4.534777052201627,4.652162457856871,3.638759487240842,4.149784165780556,4.984330191920836,4.41694214673922,3.733620881996809,4.383492253851346,2.5376858212836386,3.03017728963785,4.192619814975948,3.975236273138266,4.7860583287768375,4.521468142569293,3.7945845065895005,4.970681300703207,4.243444022408217,4.120762481144797,3.9560261249939255,4.286895028223124,3.837170940628722,3.447317915488258,2.6453362887502787,4.006928458137936,5.197091478231124,4.498247079682409
15,4.974873736993761,4.762100051627808,5.005680974110146,4.969971812197294,4.969381251778539,4.877306137363746,3.571977864243454,5.043761238791403,4.9101593126924445,4.858120565607756,4.3328653496609535,3.763323713681008,4.995053568558913,4.008338729861015,3.526994208480679,4.313342431168135,3.2176385308951048,3.513932561248305,4.463839836146696,3.697397432296936,4.251966932734674,4.349255660213235,3.5356681849418568,4.6611612964767675,4.050146760390366,4.707708869856275,4.124802443258545,4.979859811412221,3.32336521743472,3.385955341415792,1.8521716671262434,3.581934319217818,4.1015813890262915,4.572220600439999
16,4.008159716940979,3.834586858647259,3.991956189060506,2.903188469166005,4.5576932094877165,4.235980792550258,3.1212155199436586,4.003014794123719,3.9066035474360192,4.44370867393058,2.7648043243444422,3.652580093292087,4.030058189766903,3.57391988999051,3.9689973880706546,3.6733598649831025,3.1108876526371394,2.9777276633738725,3.8573008753392717,4.582070227043811,4.508172811605097,4.328707049867761,3.8244580831271184,4.199528072614773,3.432131875318496,3.373604345641304,3.8979434915637023,3.16244077387739,3.87832644098865,4.974829816245494,3.6821903636965128,4.983311580282637,4.980406569704904,3.997988201288297
17,3.9981831570253883,3.9974355125708874,4.028488753253712,3.548081763656061,4.920818464957599,4.149824296589451,2.8863729357034775,4.140994161380809,4.099359170563154,4.51515185372698,3.046018322121462,3.5031674469995044,3.9887453730087787,3.5161013946092416,3.7101568630010586,3.4982884676314763,2.3602295972034835,3.9468985811450503,3.27418599400862,3.403949096314029,4.709991390078682,3.8276095034189384,2.46641281811414,4.016950718541981,4.0375735844039,3.8782889543807415,3.7364472827610156,3.716133078994099,3.1821671560193714,4.193255722498757,2.6347990207602323,3.3164541690512515,4.201134450535062,3.963311698276601
18,4.985536623024013,4.494975161483513,4.9863803626919445,3.761564816926837,4.957334123545037,4.589405416807284,2.920811872077677,4.728885781744726,4.647579758965497,4.6905734281642175,3.921107119420561,4.391624197095722,4.9985300176476875,4.991843465699155,3.782164681801035,4.538868334787717,2.735661492671284,3.906772104018806,4.38005158284148,3.6281121364165734,5.002927623422097,4.2592505576625435,3.526640283326223,4.580961835113563,4.971197299287608,4.594855184849429,4.288690613736076,4.535154032739239,4.166184584047864,3.5293057770890752,3.094502730324942,3.5078634680474585,4.689536009241024,4.276725989817192
19,4.923098437329754,4.989255785583646,4.486080978084024,3.8940891169633014,5.3436201378021195,5.016445126541512,3.3630105272800526,4.8798273418641065,4.970794152044424,5.176100088863895,3.593339065799617,4.65582922590361,4.876432361382976,4.29933220791676,4.977170346742034,4.0152609252288265,2.841439804142534,5.117015654917146,3.8050834353012912,4.36675052099785,5.000072051622008,4.965231897374957,3.014368237743756,5.004563380248387,4.979566862561689,4.607302840227533,5.01824603115283,4.327026999037511,4.307330937866194,4.872656536235015,2.988131695452228,3.837408408682226,4.654897504231607,3.581968713680676
20,4.7271549742543915,4.972104517738381,4.471113010016942,3.989787738520618,4.989103399716416,4.780425546101405,3.8984140292541145,4.676534036918889,4.695307009217223,4.9825593121124045,4.016763089235194,4.073574761360884,4.9401410827881325,4.016304807319287,4.070371098869451,4.318970804088592,2.644116298409849,3.5297967293615855,4.2568626556516564,4.583842339560063,5.186190145530993,4.618415643174765,3.996746451300629,4.976663695990278,4.132422834308008,4.539222796679241,4.409798378179749,4.3247755761355196,3.3548830780812446,4.646448679858039,2.9908373546894547,4.732634210015977,4.0022706134690775,4.990901977631379
21,3.089680765332684,3.9665315069029283,3.1645316747755854,3.2415173939127424,3.009578203768663,2.925785560472535,2.415939695196711,3.0216052293108184,3.453725725749206,3.496068308900202,3.961305472236665,2.684002098160877,3.0079089599486553,3.2653099500888625,1.6550099906101625,3.1939093718091924,1.3414939658034561,2.566377334731121,2.42495086368578,1.9998291061643076,3.0029906573915843,2.280782626062429,1.8589561322341748,3.010728755770291,2.910368811903724,3.9645617033654585,3.1577331525784587,3.992095532150515,1.005848179207426,2.2419288813605593,1.045360437265516,1.00853596644125,1.2443583516108965,3.025870393797608
22,4.383890555851859,4.009763918639771,3.800911465931423,3.3111338961394385,4.37770562537287,4.167417354449854,3.9839486976550758,4.036858550063911,3.999338962251878,4.348292326392774,3.459515392599422,3.8046595486091577,4.069535561012778,3.858158670441466,3.3343764326376633,4.111458348683526,2.076541682859975,2.8985049131996026,3.003733695424488,3.9125094757680783,4.462901096531234,4.968283646781369,3.402989104432717,4.975374083938618,3.40502739436039,3.6101889015806625,3.888237121257509,3.683302174151158,3.1429932085200005,3.346222446277441,2.359654790172231,4.636923704279684,4.569610664823975,3.859939921503513
23,3.776017078271254,3.985402657056804,3.770906367854398,2.7961945233314087,3.750656010849628,4.152079222902689,2.0089682731869436,3.777011898992649,3.7645368857809003,3.7607230779820147,3.441523501253955,3.96064849724027,4.845473531193463,4.984775162890362,3.0961483897995405,4.069254907797934,2.82877438109734,3.8900613995490456,4.335756777894675,4.239445908291556,4.464327800367968,3.911503188385084,3.655958016097765,3.4286657844124555,3.997372494987224,3.869687201457246,3.2184831166932746,3.7475508531360906,3.985349121705777,3.6282524472619655,4.978021668359358,4.003833061339381,3.0152830383024303,4.986617976368976
24,4.976203163113729,4.996294319249748,4.979150341326495,3.6981953486517276,4.990052610023228,4.998245998778907,3.5875494801539958,4.972513447453987,4.8966268871289484,5.00934717752203,3.700543555073859,4.520696491250992,5.34125605854898,4.154362191125773,4.977733442656484,4.396581231851423,3.427671246481478,3.495771555979639,4.855617843687842,5.298824626153662,5.196351162795099,4.735817835774595,4.9695933530928444,5.0029951616584025,4.487182238395131,4.5518790029988905,4.97769123845273,4.27856843475587,4.904890242078899,5.223609745725584,2.982379223282213,5.191144528122724,4.363025575247152,4.469611234627522
25,4.4182166258050515,4.97465994144255,4.019641669001891,3.6243678503056564,4.750285785189357,4.365645243185246,3.917871342305662,4.315452906692454,4.49367575353655,4.982786718546034,3.91701074056029,3.9718430302415237,4.006715734224615,3.8991448508765334,3.937003030163517,3.874429445364835,2.262449521095314,3.720632677285421,3.141853983211522,4.238525492132006,5.142435452891404,4.475607830310417,3.1129019281628074,4.976621473868012,4.041383225468872,4.351552403686669,4.979612957394652,4.029837477822106,2.827676224813723,4.337510597096453,2.2397758318706,4.21934592592442,3.873247962284027,3.5157163000221834
26,4.9456805211644745,4.996191793339386,4.694737335012419,4.1477057242418836,4.998343553650492,4.991294383945059,3.5860316682364535,4.980162781876699,4.816491459004691,5.014592159242279,4.023810660140629,4.2957515061570755,4.932943764931143,4.5276386418245576,4.291514358052201,4.359201197440232,3.2566935132157777,4.085800139929553,4.18227317030469,4.503461364854865,5.135544161567914,4.9828569382966315,3.815554797504149,5.0011404941350825,4.481795332833679,4.535227364074845,4.968469940504296,4.394296870016949,4.157239639499241,4.147956637531909,2.859884386405553,4.8725937960317705,4.580653438802256,4.001777588781856
27,4.930305368887635,5.011974013351896,5.081156110085448,4.597614287128172,4.986829046173219,4.7232882795170905,3.9265680330298616,4.829193384123936,4.912362509356846,5.113837837828565,4.939985827181855,4.065685384534816,4.921338346687789,5.0453305067034995,3.0052668267074703,4.866075898266206,2.6327600231801855,3.403172261196481,4.077438930221428,3.7406186757621382,5.178898925557268,4.394094325271929,3.5612931139609905,4.99403245685761,4.282130249283039,4.9940666844093435,4.468617463040696,5.1739797954907125,2.865385391263726,3.209950045047181,2.464509424703759,3.7794470720148565,4.135584282261163,5.001027518394606
28,4.945308149768147,5.001741168413125,5.158000331045297,4.18565008043093,5.271075700523275,4.807819896572396,3.5433797714288193,4.945489041214332,5.0939503222043,5.197483234122567,4.311419941930875,4.514289416309303,4.978465763540331,4.99818438339778,4.079109072201056,4.569695168532608,2.984425928134561,4.262855369813938,4.185699867936228,3.9679794021141306,5.340998665750851,4.381840462814152,3.483611389201712,4.995640875334509,4.9794518926547084,4.9831109479657165,4.97946424421949,4.976583151311868,3.972817649275175,3.9306907783871354,2.511615000844477,3.638001269453442,4.4829544131269286,4.479905907154708
29,4.992524972968236,4.9769819668642645,4.7938249989781125,3.993620197701524,4.9943839241637,4.783131333508901,3.6178887666463204,4.814998334889085,4.769370894126673,4.972652603967338,4.425331446819089,4.398634979376425,4.999911057308492,4.992635481257129,3.6224019449819855,4.977317275518615,2.7572604711726134,3.7232970403953325,4.21989311877871,3.9588321217645643,5.2539438344608484,4.815293655117378,3.967934797944331,4.993238935867511,4.592823573516659,4.80451164982202,4.467460386744927,4.746421655673333,3.8443166913412,3.8914937423588007,3.103208441164931,4.423719965789282,4.458020462872809,4.881191584669628
30,3.969241507076915,3.906353494410957,4.9748133028826045,4.122387803914751,4.981686874412995,3.699363329433499,3.276149193078311,4.051263659116496,4.554756597506347,4.967236559978749,3.870112263073869,3.3934465718642457,3.0468746334875374,3.9938454300064294,2.5101985999352134,3.7010147714861277,3.1067972530339456,3.127214192708469,3.00021754159445,3.036224425921992,4.004752516302764,3.0080035858737095,2.22447736826126,4.002602187684321,3.5532564241824156,4.302275680345358,4.009875244187793,4.956219167622534,2.4401780429108824,3.2653077245721405,0.9838616728748599,1.4608499249586164,4.396830970080459,3.699986294032145
31,4.528475939038612,4.582142388543648,5.000870317505346,4.306048812284311,4.939342770936759,4.667803605163106,3.480763052685979,4.763992687560166,4.958263626868598,4.826500476378646,4.027217118964032,4.112134416326305,4.971505634003939,4.309672544809819,3.8798548844670266,4.363245655875947,3.35713402246333,3.7813354949576157,4.35468303265238,3.8259384130066114,4.411369804647699,4.100953772652954,3.715929485788669,4.606884421727075,4.259808626537113,4.698272324438535,4.2926712469069965,4.9884067581096865,3.9912026889159415,3.8714396671646463,2.0048149423655026,3.418655647868725,4.001982577184263,4.992703741618315
32,4.526609100458098,4.303831572173861,4.978186676780249,4.9583106895351055,4.684681622968388,4.797069716148924,2.9865530242738325,4.903100206769946,4.643455316571605,4.529081980417033,4.047594558550201,3.4025002024092736,4.989543864518058,4.074402843122364,3.249970206816453,3.9969239105054046,3.6904786957993885,3.514878876871583,4.595820747187046,3.693701013594814,4.001025177257304,3.985488324500622,3.390642554414555,4.022856801826371,3.739782189633756,4.359928313311805,3.7673644064960166,4.754642196451071,3.509247946365183,3.0602885395185524,2.2738805489636147,3.5917975620961773,3.973207927604085,4.614870570518878
33,4.993382547925741,5.019662484512376,5.001698347056856,4.6201635852064475,5.387424907526372,4.986239742812904,4.948848355705836,4.983513876547965,5.1028294854807354,5.42252424548391,4.4477603175850255,4.114644961279069,5.000119766271152,4.214730647493362,3.966535366338137,4.562528672780605,2.742722459150209,3.20443745813375,4.002597985201621,4.630862348053707,5.442883861449712,4.993479056104141,4.000450248428738,5.766854237028855,3.9505778303305217,4.678241963373996,4.875962206199432,4.8125934956628775,3.044038483712399,4.095167620284483,1.9827554147458615,5.019806803107854,4.756859252595965,5.1968795773782
34,4.343351402174301,4.500366365519088,4.999767555099334,4.756780848998264,4.702176223390877,4.8302223302101055,4.044453079029563,4.627916704030691,4.957028538448044,4.979452583710259,4.2460400808219925,3.692756517223385,4.974705684144598,3.834825678061435,3.533673749137286,3.9998320737628843,3.625915454178747,3.020805412017238,4.363397997276808,4.8328399063233265,3.859204305466786,4.164947432950206,3.9345952957244448,4.618482520531958,3.05206695561038,4.423528059362106,4.090338163688945,4.982251354004904,3.0879884135525844,4.140246591351805,2.1663143679054513,3.6850465653271365,3.7422442377188947,5.077325282437293
35,4.905923513410598,4.6215335133601805,4.996399099919051,3.3031068106558603,5.102299665588855,4.544695689334008,2.8050776961399086,4.437298072327495,4.912347428784947,4.999000497693115,4.005829253213264,4.984556048501754,4.997675256923141,4.988523204608596,4.028499085578721,4.96109866557375,2.4413652558416388,4.210464971519959,4.093682105698144,3.5940897857795475,4.30198325968732,4.230303657397382,3.582538201920687,4.484449089632711,4.9956492959965875,4.990277572618587,4.008021390263112,5.003705680386235,4.473580851918886,4.9773186438350345,3.406279042710796,2.025597439195334,4.465865545255337,4.433991570056149
36,4.613494355747693,3.998248626058801,4.978012534577832,3.6965792189290267,4.35899149064733,3.997565859266504,4.287305668842669,4.333779471372046,4.274547178272678,4.328231153525848,3.8748665228911388,3.5056757910207565,4.599095731081386,3.5803052681237504,3.11081310520835,4.491842494495408,2.436502112260337,1.0223719954002983,4.249395394961233,3.9367672314653763,4.562079745716353,3.888351077309096,4.97787206705831,4.966999971761755,3.2698609570196235,4.013456938663921,3.81945316035368,4.281184911239878,3.2366059784650627,3.1192045609106884,1.0099165452868886,4.566820954304194,4.199840726316383,4.992863160179753
37,4.998031492491307,5.1182907970852725,5.003163491052949,4.707173057379677,4.892290132828883,4.850542878827508,3.780495523582425,4.979495266640104,4.87379270781516,4.997254094438768,4.952183872580291,4.007070788000487,5.070087692175981,4.971442803227434,3.0628716828809432,4.98922120546564,2.8954966034281284,3.412625589921017,4.347777974097536,3.699442396243365,5.083078065383762,4.571933669620176,3.848045863019666,4.906358884821608,4.28285168862169,5.000557688177534,4.4101037089965915,5.1254050951664345,3.160956680977697,3.2094236756522787,2.5608607005314274,4.242180748991716,4.055859457830183,5.0928174343253465
38,4.176695141510843,3.7393383250028847,4.952533626054981,3.656146342538404,4.96505789992517,4.003787746483125,2.932041805731275,4.246740471341148,4.216049569225094,4.634604572811413,3.2575815064532465,3.450920990528896,4.00795689996874,3.973726007647235,3.364628597335645,3.5698102328905694,2.7419737437911147,3.0096575465896764,3.6804504433550114,3.7438715438487287,4.992523965260093,3.2635303987977604,2.9987614525025834,4.013090221734763,4.000769230663012,3.9178519905766875,3.9796813128947246,4.013985567809718,3.299038627678233,3.6338593215643,2.2209725096704274,3.1109686244098356,4.64181606293001,3.8866807843625653
39,4.813876190716595,4.947031490083232,5.008327260134998,4.276603242815338,5.243487892644853,4.759616000040609,3.12568157228469,4.966658990699547,4.990311688071986,4.996323953975661,4.0197046054531596,4.2233669607844995,5.002954844091102,4.343235488081941,4.258989667546244,4.310532562529633,2.9790540055707826,4.310236104744791,4.382374140437388,3.579036138435773,5.0061685688216855,4.010753221205058,3.3789198118537187,4.573931083546075,4.98652955973714,4.956027259084253,4.637825311983992,4.819877098948655,4.001219359509548,4.214487423377078,2.2505273520943287,3.2991895308198056,4.0734533487737385,4.486273574890096
40,4.973587432530303,4.574131908289251,5.198792066448275,4.976843069928283,4.424481274155203,4.645959925820148,3.986597413152445,4.964055370428249,4.495461848236098,4.497656998248552,4.993903920133685,3.342886497957865,5.013897379822846,4.712991072895698,2.0499483772582794,5.213258292118076,3.53299378649601,1.7235462793706107,4.9956566511731735,3.859277048294165,4.668218979890583,4.5131857058002325,4.960838955855952,4.717165978643549,3.2787678795117734,4.521639596502626,3.572505887529311,5.091265100010146,3.0675149629182634,2.126966117798523,2.2007587328886493,5.3148064086387565,4.122983746991946,5.9706415517676845
41,4.591924740336584,4.586241217617167,4.799298822470012,4.9627614243182645,4.992628926385481,4.982175911183705,3.3053502256439256,4.976356235185184,4.907568669721873,4.833825154926217,3.895581210192942,3.6524365430637156,4.993457045116574,3.7344039403657994,3.9858284418152903,3.769185200024328,3.5159953026531294,4.146805806497711,4.355316625234343,3.7911551426913452,4.008234573103767,4.218892515861106,3.0087994324652096,4.386406830163192,3.9831209078248335,4.478205400447747,4.215482436751664,4.692932499060122,3.458016079847247,3.8091082115421537,2.1066440422190924,3.450878782866716,4.124813976628302,4.300933237217401
42,4.029900102925792,4.347275437068747,4.179012060596484,3.990025965801296,5.008565426713226,4.341752352399771,2.913010968104489,4.455991277713371,4.4633878771894056,4.644019110187529,3.4489426892872648,3.7625843640991206,4.129534016786903,4.181022064918081,3.8350720174165245,3.6055862977030184,2.6366041890492644,4.9588339260468235,3.034816668854609,3.003133110330159,4.9825903502757845,3.9866631118119877,1.930392154419274,4.228215352217584,4.619831635836196,4.287452824515846,4.441016941620068,4.230536484212767,3.4797574746047575,3.387355868071973,2.013655916474155,3.099438921847609,3.9910450658778194,3.732193769202176
43,4.2850771447804945,4.272414196425412,4.284153296994119,3.4282528627959725,4.0099052302059945,4.328629066528708,2.8907535834777907,4.1827665953011195,4.103160279573005,4.118709547656644,3.9779472510458356,3.914853042429905,4.971987690856003,4.978471289629891,3.150735989791965,4.221979482327967,2.4650156468684794,3.365822011000434,4.10342751079815,3.9175619395624195,4.794956307089864,4.0950510991619975,3.5938083574962953,4.212323968492857,4.101417597312753,4.1250813216926545,3.9854593815042323,4.016522446200093,3.448912985094022,2.952812501280799,3.6102046560393073,4.175050992480477,3.591393138350424,4.395093332871801
44,4.228601330119881,4.119718533796652,4.108513200864722,3.6803061420415637,4.979002298527428,3.990805740748775,3.99553471924072,4.072812111302003,4.300747727427072,4.754927396761397,3.577188739063517,3.6536894924640526,3.745484337521529,3.8509220829892867,3.366776554377964,3.6813685116073716,1.5764405612811587,3.5819628560049805,2.5313929644781834,3.0037340513422635,4.997061407370728,4.0721811586400944,2.0252287167805734,4.950559618366206,4.0424567533943465,4.013751044244721,4.31289015351502,3.991379523379585,2.21938566715476,3.2050969551641773,1.530127387025534,3.1572661812513494,4.589128041924251,3.6656136650307074
45,4.6284884983584496,4.508287260672987,4.56507381546046,4.031537278165869,4.964395655480345,4.983055321202323,2.0336224318532405,4.949500982033819,4.661015102682585,4.571687187670863,3.064101736380463,4.135897842795569,5.08170368904082,3.8938364265346808,4.965432511477443,3.566285140700285,3.6307768152014406,5.1313750124858455,4.516562808691508,3.9098721075325287,4.210176950365834,4.234996010366664,3.017246390439039,3.8482139991894675,4.9073274292544244,4.3187213231242065,4.39573557749981,4.037228518560769,4.997831274058909,4.6631676168180505,3.175679001696201,3.4007578385677135,4.282170841675741,3.2658414969536085
46,5.193314510879803,4.933150578080393,4.979315952370029,4.077191086010882,5.210937112874291,4.999253808611814,3.4525056496742126,5.037873483087773,4.971923807695926,5.007702232801565,4.222641468164373,4.6693328360229565,5.301938531221636,5.067423312578755,4.104455141212763,4.986132938434974,3.0163558629841143,4.227131789750757,4.478829489948088,3.914680879887447,5.107714973384046,4.986230709394386,3.9250887171507585,5.061675857483479,4.979662499628378,4.866265057853755,4.536541116721034,4.843735070071346,4.480823021523217,4.010338479006368,3.1520130030933893,4.252735332974321,4.84122650192092,4.827869215721886
47,4.749767865511552,4.913749754771626,4.480955124060659,4.167602500276822,4.874668852359471,4.976639624011113,3.622918412930273,4.75592098811383,4.716969469848118,4.9728920039573605,4.0677960224987,4.184677342996748,4.996479705669622,4.30380257133834,4.023728969608129,4.299108412077939,2.9961981550332037,3.9853438478145824,4.048671855848298,4.828885616393932,4.858362053039021,4.976727188735288,3.801748508208264,4.814200152117419,4.003649370584707,4.4762298271453895,4.423071120211388,4.447012706416292,3.752329654087406,4.433665591109597,3.226929208182706,4.572136366253674,4.012751783683266,4.4314791133605045
48,4.60790947086533,4.448080431802889,4.484042747666021,3.7055271884837886,4.52602400845479,4.94420301246301,2.3821668833471907,4.672103437584912,4.519591783142361,4.451171450504634,3.4420793698875203,4.349398496194834,5.272877878145801,4.452726434168484,4.362447279659747,4.09611394057657,3.612837310995425,4.435486604048328,4.620093123147021,4.6696845208099935,4.118980775490008,4.663568179676091,3.8839657083791908,4.018332246480783,4.318223998604116,4.226942792159801,4.021162962010444,4.184707384536981,4.9782874628646026,4.523130016519094,3.991306587486128,4.0067735536695395,4.009684642669989,4.004728737818583
